"number","study.ID","effect..","coder","Full.citation","In.text.Citation","Year","Type","Phylum","Bivalve..Gastropod","Taxon","Tax.level","Aggregate.Trait","Author.s.Trait","Trait.category","Start.stage","End.stage","Aggregate.Age..Event","Age..Event","Location","Data.source","Odds.Ratio","Var.Odds.Ratio","Log.odds.ratio","Var.Lnor","X..Ext","X..Surv","Total...Ext","Total...Surv","N","X.","per.capita.extinction","N.1","Total.per.capita.extinction","notes","x.square","n","df","p..sur.extinct.","X..group.a.extinct","X..group.b.extinct","p..before.after.","coefficient","d.f.","p","Note","X","Test.type","Trait.Type.Species.Total","Mean.Duration..my.","p.1","z","Parametric.Non","Test","n.1","p.2","test.stat","df.1","startTime.Ma","endTime.Ma","Volcanism","Flood_basalt","Bollide","OA","BC.extinction.rate","del.18O","del.13C","X87Sr.86Sr","del.34S","sea_level","d18OresidualMean","d18OresidualMeanWeighted","d18OresidualSD","Dd18O.first.differences.Mean","Dd18O.first.differences.SD","Dd18O.first.differences.ABSMean","Dd18O.first.differences.ABSMeanWeighted","d18O.meanObserved","d18O.meanObservedWeighted","d18O.meanObservedSD","d18O.CV","BC.extinction.rate.PBDB","lnor","vlnor"
NA,"Knoll et al. 1996","1","EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Wuchiapingian","Wuchiapingian",NA,NA,NA,NA,NA,NA,NA,NA,8,12,44,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.5,255,1,1,0,0,0.125,-3.8046,3.4807,0.70725,16.916,5.1837,-2.3727903995,-2.3727903995,2.20622994716895,0.0478016645000001,4.58477946295458,3.2419286485,3.2419286485,-5.3406903995,-5.3406903995,2.32619061259724,-0.435559906789396,0.134,3.62409090909091,0.73344696969697
NA,"Knoll et al. 1996","1","EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian",NA,NA,NA,NA,NA,NA,NA,NA,2,11,31,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,7.60704969141694,1.22211617993256
NA,"Knoll et al. 1996","1","EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Wordian","Wordian",NA,NA,NA,NA,NA,NA,NA,NA,13,73,15,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,265,0,0,0,0,0.065,-3.4437,4.9767,0.70715,14.133,23.568,-3.932830556,-3.932830556,0,-3.194126984,0,3.194126984,3.194126984,-6.985555556,-6.985555556,0,0,0.055,-0.127685409724524,0.120965125002181
NA,"Knoll et al. 1996","1","EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Capitanian","Capitanian",NA,NA,NA,NA,NA,NA,NA,NA,48,41,53,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,260.5,1,0,0,0,0.168,-3.62415,4.2287,0.7072,15.5245,14.37585,-3.932830556,-3.932830556,0,-3.194126984,0,3.194126984,3.194126984,-6.985555556,-6.985555556,0,0,0.146,-0.355229272715868,0.0567763901229039
NA,"Knoll et al. 1996","1","EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Wuchiapingian","Wuchiapingian",NA,NA,NA,NA,NA,NA,NA,NA,16,32,44,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.5,255,1,1,0,0,0.125,-3.8046,3.4807,0.70725,16.916,5.1837,-2.3727903995,-2.3727903995,2.20622994716895,0.0478016645000001,4.58477946295458,3.2419286485,3.2419286485,-5.3406903995,-5.3406903995,2.32619061259724,-0.435559906789396,0.134,1.91750841750842,0.127334543350168
NA,"Knoll et al. 1996","1","EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian",NA,NA,NA,NA,NA,NA,NA,NA,16,20,31,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,1.07978229125182,0.159365458648613
NA,"Lockwood 2003 ANL","1","EO","Lockwood, Rowan, Abundance not linked to survival across the end-Cretaceous mass extinction: patterns in North American bivalves: PNAS, v. 100, p. 2478-2482.","Lockwood 2003",2003,"PR","Mollusca","Bivalve","bivalve","subgenera","Life Habit","Life Habit","Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","Atlantic Coastal Plain","Sohl and Koch",NA,NA,NA,NA,56,53,150,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,0.0934604577305648,0.0964861560024173
NA,"Lockwood 2003 ANL","2","EO","Lockwood, Rowan, Abundance not linked to survival across the end-Cretaceous mass extinction: patterns in North American bivalves: PNAS, v. 100, p. 2478-2482.","Lockwood 2003",2003,"PR","Mollusca","Bivalve","bivalve","subgenera","Life Habit","Life Habit","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Atlantic Coastal Plain","Sohl and Koch",NA,NA,NA,NA,94,84,150,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-0.0350461967648287,0.0361807858687262
NA,"McClure 1995 NSE","1","EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","global","jablonaki 1979/ pub. Sources",NA,NA,NA,NA,11,13,20,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-0.1796875,0.317908653846154
NA,"McClure 1995 NSE","2","EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","global","jablonaki 1979/ pub. Sources",NA,NA,NA,NA,9,13,20,26,NA,NA,NA,NA,NA,NA,NA,59,2,"0.449",NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,0.213842975206612,0.37833757151939
NA,"McRoberts 2001 TBI","1","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Induan","Induan","Early Triassic","Induan","global","Sepkoski's genus database ",NA,NA,NA,NA,NA,NA,NA,NA,57,6,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,251,0,0,0,0,0.519,-4.89225,2.52135,0.707545,18.307,6.16085,-0.812750243,-0.812750243,0,3.289730313,0,3.289730313,3.289730313,-3.695825243,-3.695825243,0,0,0.067,NA,NA
NA,"McRoberts 2001 TBI","2","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Olenekian","Olenekian","Early Triassic","Olenekian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,66,19,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.7,245,0,0,0,0,0.106,-5.9799,1.562,0.70784,19.698,7.138,-1.108240057,-1.12508356485714,0.033348444149313,-0.0040228625,0.218900519155345,0.1547860415,0.151912568285714,-3.779252557,-3.72540856485714,0.106605665517035,-0.028208134785694,0.128,NA,NA
NA,"McRoberts 2001 TBI","1","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Anisian","Anisian","Early Triassic","Anisian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,98,13,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,237,0,0,0,0,0.063,-4.3096,0.83828,0.70788,21.091,16.105,-1.131820968,-1.131820968,0,0.150763179,0,0.150763179,0.150763179,-3.703870968,-3.703870968,0,0,0.049,NA,NA
NA,"McRoberts 2001 TBI","2","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Ladinian","Ladinian","Early Triassic","Ladinian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,121,24,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,228,1,1,0,0,0.025,-3.7535,0.77511,0.70771,20.74,21.469,-0.6856269315,-0.793328940310345,0.631013657868296,0.658238126,0.717677952611968,0.658238126,0.535744173275862,-3.1210144315,-3.26170394031034,0.824283618836109,-0.264107596080531,0.031,NA,NA
NA,"McRoberts 2001 TBI","1","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Carnian","Carnian","Middle Triassic","Carnian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,171,26,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,216.5,0,0,0,0,0.153,-2.5599,3.0593,0.70765,19.083,32.47,-0.031947281,0.0253842702368421,0.293428969316109,0.9336021505,0.32825441457443,0.9336021505,0.869466237703947,-2.187412281,-2.09049572976316,0.496029204261678,-0.226765300976967,0.073,NA,NA
NA,"McRoberts 2001 TBI","2","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Norian","Norian","Middle Triassic","Norian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,165,19,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.5,203.6,1,0,1,0,0.136,-1.769,1.7026,0.70786,17.993,24.566,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.105,NA,NA
NA,"McRoberts 2001 TBI","1","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Rhaetian","Rhaetian","Middle Triassic","Rhaetian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,143,31,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,NA,NA
NA,"McRoberts 2001 TBI","2","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Induan","Induan","Middle Triassic","Induan","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,57,0,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,251,0,0,0,0,0.519,-4.89225,2.52135,0.707545,18.307,6.16085,-0.812750243,-0.812750243,0,3.289730313,0,3.289730313,3.289730313,-3.695825243,-3.695825243,0,0,0.067,NA,NA
NA,"McRoberts 2001 TBI","1","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Olenekian","Olenekian","Late Triassic","Olenekian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,66,13,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.7,245,0,0,0,0,0.106,-5.9799,1.562,0.70784,19.698,7.138,-1.108240057,-1.12508356485714,0.033348444149313,-0.0040228625,0.218900519155345,0.1547860415,0.151912568285714,-3.779252557,-3.72540856485714,0.106605665517035,-0.028208134785694,0.128,NA,NA
NA,"McRoberts 2001 TBI","2","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Anisian","Anisian","Late Triassic","Anisian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,98,0,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,237,0,0,0,0,0.063,-4.3096,0.83828,0.70788,21.091,16.105,-1.131820968,-1.131820968,0,0.150763179,0,0.150763179,0.150763179,-3.703870968,-3.703870968,0,0,0.049,NA,NA
NA,"McRoberts 2001 TBI","1","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Ladinian","Ladinian","Late Triassic","Ladinian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,121,15,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,228,1,1,0,0,0.025,-3.7535,0.77511,0.70771,20.74,21.469,-0.6856269315,-0.793328940310345,0.631013657868296,0.658238126,0.717677952611968,0.658238126,0.535744173275862,-3.1210144315,-3.26170394031034,0.824283618836109,-0.264107596080531,0.031,NA,NA
NA,"McRoberts 2001 TBI","2","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Carnian","Carnian","Late Triassic","Carnian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,171,15,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,216.5,0,0,0,0,0.153,-2.5599,3.0593,0.70765,19.083,32.47,-0.031947281,0.0253842702368421,0.293428969316109,0.9336021505,0.32825441457443,0.9336021505,0.869466237703947,-2.187412281,-2.09049572976316,0.496029204261678,-0.226765300976967,0.073,NA,NA
NA,"McRoberts 2001 TBI","1","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Norian","Norian","Late Triassic","Norian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,165,29,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.5,203.6,1,0,1,0,0.136,-1.769,1.7026,0.70786,17.993,24.566,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.105,NA,NA
NA,"McRoberts 2001 TBI","2","EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Rhaetian","Rhaetian","Late Triassic","Rhaetian","global","Sepkoski's genus database",NA,NA,NA,NA,NA,NA,NA,NA,143,32,NA,NA,NA,"graphclick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,NA,NA
NA,"McRoberts1995SEA","1","EO","McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.","McRoberts and Newton 1995",1995,"PR","Mollusca","Bivalve","fcarl","species","Life Habit","Life Habit","Infaunal","Rhaetian","Rhaetian","End Triassic","End Triassic","global",NA,NA,NA,NA,NA,18,0,30,12,NA,NA,NA,NA,NA,"that endemic forms were appreciably more susceptible than cosmopolitans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,-3.18888888888889,0.620061728395062
NA,"McRoberts1995SEA","2","EO","McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.","McRoberts and Newton 1995",1995,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Rhaetian","Rhaetian","End Triassic","End Triassic","global",NA,NA,NA,NA,NA,12,12,30,12,NA,NA,NA,NA,NA,"to extinction.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,1.79375,0.348784722222222
NA,"McRoberts1995SEA","3","EO","McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.","McRoberts and Newton 1995",1995,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Rhaetian","Rhaetian","End Triassic","End Triassic","global",NA,NA,NA,NA,NA,16,0,45,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,-3.40277777777778,2.12673611111111
NA,"McRoberts1995SEA","4","EO","McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.","McRoberts and Newton 1995",1995,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Rhaetian","Rhaetian","End Triassic","End Triassic","global",NA,NA,NA,NA,NA,29,5,45,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,0.753556324490581,0.470972702806613
NA,"McRoberts1995SEA","5","EO","McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.","McRoberts and Newton 1995",1995,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Rhaetian","Rhaetian","End Triassic","End Triassic","global",NA,NA,NA,NA,NA,12,1,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,-1.12876254180602,1.2190635451505
NA,"McRoberts1995SEA","6","EO","McRoberts, Christopher A. and Cathryn R. Newton. 1995. Selective extinction among end-Triassic European bivalves. Geology 23: 102-104.","McRoberts and Newton 1995",1995,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Rhaetian","Rhaetian","End Triassic","End Triassic","global",NA,NA,NA,NA,NA,10,3,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,1.30936454849498,1.2190635451505
NA,"Rivadeneira2007SEL","1","EO","Rivadeneira, Marcelo M. and Pablo A. Marquet. 2007. Selective extinction of late Neogene bivalves on the temperate Pacific coast of South America","Rivadeneira and Marquet 2007",2007,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Serravallian","Calabrian","Late Neogene","Late Neogene","pacific coast South America","Rivandera/Marq database ",NA,NA,NA,NA,17,3,39,20,NA,NA,NA,NA,NA,"PSA: Pacific Coast South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,0.01,0,0,0,0,NA,-0.98729,2.31775,0.708925,22.014,45.1345,1.263080581,0.871663145,1.10709569308101,0.4473922865,0.343546363807127,0.4473922865,0.32593030475,3.056690581,2.604010645,1.28037220981077,0.418875308403605,NA,-2.44585256410256,0.647108974358974
NA,"Rivadeneira2007SEL","2","EO","Rivadeneira, Marcelo M. and Pablo A. Marquet. 2007. Selective extinction of late Neogene bivalves on the temperate Pacific coast of South America","Rivadeneira and Marquet 2007",2007,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Serravallian","Calabrian","Late Neogene","Late Neogene","pacific coast South America","Rivandera/Marq database",NA,NA,NA,NA,22,17,39,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,0.01,0,0,0,0,NA,-0.98729,2.31775,0.708925,22.014,45.1345,1.263080581,0.871663145,1.10709569308101,0.4473922865,0.343546363807127,0.4473922865,0.32593030475,3.056690581,2.604010645,1.28037220981077,0.418875308403605,NA,0.643222239080227,0.170179874913603
NA,"Stanley 1986 ARM","1","EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Boring siphonate (BoS)","Boringsiphonate(BoS)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",NA,NA,NA,NA,NA,12,2,285,70,NA,NA,NA,NA,NA,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.7257335775,1.62303373064151,0.452805550758154,0.549724413,0.198826882644347,0.549724413,0.504628918113208,3.6168923275,3.50618123064151,0.488127302245375,0.134957653711182,NA,-8.6775356759245,11.4093524627896
